time,open,high,low,close,volume
1738800000000,3300,3350,3300,3350,1944
1738713600000,3200,3300,3200,3300,198
1738627200000,3195,3200,3195,3200,900
1738540800000,3180,3195,3180,3195,310
1738281600000,3175,3180,3175,3180,3626
1738195200000,3150,3175,3150,3175,1339
1738108800000,3025,3150,3025,3150,430
1738022400000,3185,3185,3025,3025,560
1737936000000,3010,3185,3010,3185,190
1737676800000,3000,3010,3000,3010,362
1737590400000,3000,3000,3000,3000,889
1737504000000,3000,3000,3000,3000,269
1737417600000,3000,3000,3000,3000,2038
1737331200000,3035,3035,3000,3000,2933
1737072000000,3035,3035,3035,3035,1100
1736985600000,3035,3035,3035,3035,1482
1736899200000,3035,3035,3035,3035,600
