time,open,high,low,close,volume
1736812800000,3035,3035,3035,3035,1860
1736726400000,3035,3035,3035,3035,3305
1736467200000,3025,3035,3025,3035,1093
1736380800000,3000,3025,3000,3025,609
1736294400000,3005,3005,3000,3000,518
1736208000000,3005,3005,3005,3005,1688
1736121600000,3025,3025,3005,3005,4819
1735862400000,3035,3035,3025,3025,1624
1735776000000,3035,3035,3035,3035,311
1735603200000,3035,3035,3035,3035,843
1735516800000,3035,3035,3035,3035,1065
1735257600000,3045,3045,3035,3035,811
1735171200000,3100,3100,3045,3045,5261
1734998400000,2990,3100,2990,3100,3250
1734912000000,2990,2990,2990,2990,4874
1734652800000,2995,2995,2990,2990,1542
1734566400000,2980,2995,2980,2995,4292
1734480000000,2950,2980,2950,2980,4253
1734393600000,2980,2980,2950,2950,1107
1734307200000,2990,2990,2980,2980,6217
1734048000000,2990,2990,2990,2990,6776
1733961600000,2995,2995,2990,2990,608
1733875200000,2955,2995,2955,2995,1887
1733788800000,3000,3000,2955,2955,1471
1733702400000,2910,3000,2910,3000,903
1733443200000,2910,2910,2910,2910,1124
1733356800000,2950,2950,2910,2910,3005
1733270400000,3000,3000,2950,2950,13074
1733184000000,3180,3180,3000,3000,1226
1733097600000,3180,3180,3180,3180,616
1732838400000,3095,3180,3095,3180,877
1732752000000,2990,3095,2990,3095,640
1732665600000,2950,2990,2950,2990,375
1732579200000,2950,2950,2950,2950,3841
1732492800000,2995,2995,2950,2950,6129
1732233600000,2975,2995,2975,2995,2983
1732147200000,3000,3000,2975,2975,4304
1732060800000,3000,3000,3000,3000,1337
1731974400000,3000,3000,3000,3000,4498
1731888000000,2960,3000,2960,3000,12983
1731542400000,3000,3000,2960,2960,6624
1731456000000,3195,3195,3000,3000,22918
1731369600000,3200,3200,3195,3195,6148
1731283200000,3210,3210,3200,3200,1721
1731024000000,3300,3300,3210,3210,666
1730937600000,3305,3305,3300,3300,846
1730851200000,3300,3305,3300,3305,316
1730764800000,3350,3350,3300,3300,520
1730678400000,3390,3390,3350,3350,905
1730332800000,3400,3400,3390,3390,273
1730246400000,3390,3400,3390,3400,208
1730160000000,3385,3390,3385,3390,152
1730073600000,3375,3385,3375,3385,1269
1729814400000,3500,3500,3375,3375,8991
1729728000000,3500,3500,3500,3500,2080
1729641600000,3500,3500,3500,3500,968
1729555200000,3500,3500,3500,3500,1166
1729468800000,3500,3500,3500,3500,3287
1729209600000,3480,3500,3480,3500,1559
1729123200000,3500,3500,3480,3480,564
1729036800000,3500,3500,3500,3500,876
1728950400000,3500,3500,3500,3500,923
1728864000000,3420,3500,3420,3500,7573
1728604800000,3495,3495,3420,3420,1261
1728518400000,3420,3495,3420,3495,1796
1728432000000,3420,3420,3420,3420,1561
1728345600000,3500,3500,3420,3420,1062
1728259200000,3500,3500,3500,3500,2242
1728000000000,3500,3500,3500,3500,14227
1727913600000,3500,3500,3500,3500,2377
1727827200000,3745,3745,3500,3500,2800
1727740800000,3700,3745,3700,3745,4316
1727654400000,3550,3700,3550,3700,327
1727395200000,3495,3550,3495,3550,2348
1727308800000,3500,3500,3495,3495,4210
1727222400000,3500,3500,3500,3500,1430
1727136000000,3450,3500,3450,3500,6405
1727049600000,3600,3600,3450,3450,2379
1726790400000,3645,3645,3600,3600,889
1726704000000,3675,3675,3645,3645,3589
1726617600000,3700,3700,3675,3675,1819
1726531200000,3790,3790,3700,3700,930
1726444800000,3795,3795,3790,3790,1497
1726185600000,3895,3895,3795,3795,1322
1726099200000,3800,3895,3800,3895,4634
1726012800000,3800,3800,3800,3800,2411
1725926400000,3800,3800,3800,3800,1137
1725840000000,3900,3900,3800,3800,1347
1725580800000,3950,3950,3900,3900,6015
1725494400000,4095,4095,3950,3950,2541
1725408000000,4095,4095,4095,4095,4164
1725321600000,4175,4175,4095,4095,3047
1725235200000,4000,4175,4000,4175,2523
1724889600000,3655,3900,3655,3900,3636
1724803200000,6800,6800,3655,3655,3406
1724716800000,6890,6890,6800,6800,2410
1724630400000,6830,6890,6830,6890,5613
1724371200000,6700,6830,6700,6830,1881
1724284800000,6610,6700,6610,6700,2005
1724198400000,6820,6820,6610,6610,576
1724112000000,6830,6830,6820,6820,1419
1724025600000,6700,6830,6700,6830,2444
1723766400000,6700,6700,6700,6700,6781
1723593600000,6800,6800,6700,6700,701
1723507200000,6510,6800,6510,6800,12699
1723420800000,6500,6510,6500,6510,7644
1723161600000,6505,6505,6500,6500,6604
1723075200000,6590,6590,6505,6505,6698
1722902400000,6500,6590,6500,6590,1426
1722816000000,6600,6600,6500,6500,4554
1722556800000,6550,6600,6550,6600,11304
1722470400000,6500,6550,6500,6550,4751
1722384000000,6400,6500,6400,6500,1205
1722297600000,6400,6400,6400,6400,1957
1722211200000,6400,6400,6400,6400,996
1721952000000,6415,6415,6400,6400,2694
1721865600000,6400,6415,6400,6415,862
1721779200000,6450,6450,6400,6400,834
1721692800000,6450,6450,6450,6450,302
1721606400000,6445,6450,6445,6450,991
1721347200000,6600,6600,6445,6445,4440
1721260800000,6600,6600,6600,6600,276
1721174400000,6595,6600,6595,6600,919
1721088000000,6600,6600,6595,6595,788
1721001600000,6700,6700,6600,6600,2069
1720742400000,6750,6750,6700,6700,273
1720656000000,6620,6750,6620,6750,123
1720569600000,6825,6825,6620,6620,486
1720483200000,6825,6825,6825,6825,251
1720396800000,6620,6825,6620,6825,331
1720137600000,6825,6825,6620,6620,2644
1720051200000,6745,6825,6745,6825,574
1719964800000,6700,6745,6700,6745,260
1719878400000,6800,6800,6700,6700,153
1719792000000,6700,6800,6700,6800,157
1719532800000,6800,6800,6700,6700,1046
1719446400000,6820,6820,6800,6800,85
1719360000000,6500,6820,6500,6820,1380
1719273600000,6500,6500,6500,6500,1576
1719187200000,6400,6500,6400,6500,434
1718928000000,6560,6560,6400,6400,520
1718841600000,6500,6560,6500,6560,922
1718755200000,6480,6500,6480,6500,21135
1718668800000,6500,6500,6480,6480,1012
1718323200000,6495,6500,6495,6500,448
1718236800000,6495,6495,6495,6495,12170
1718150400000,6495,6495,6495,6495,544
1718064000000,6555,6555,6495,6495,455
1717977600000,6555,6555,6555,6555,1592
1717718400000,6555,6555,6555,6555,6044
1717632000000,6555,6555,6555,6555,482
1717545600000,6555,6555,6555,6555,1057
1717459200000,6555,6555,6555,6555,1123
1717372800000,6510,6555,6510,6555,1512
1717113600000,6505,6510,6505,6510,3488
1717027200000,6495,6505,6495,6505,2195
1716940800000,6500,6500,6495,6495,224
1716854400000,6500,6500,6500,6500,816
1716768000000,6360,6500,6360,6500,2358
1716508800000,6355,6360,6355,6360,377
1716422400000,6445,6445,6355,6355,2653
1716336000000,6445,6445,6445,6445,293
1716249600000,6375,6445,6375,6445,181
1715904000000,6345,6375,6345,6375,793
1715817600000,6230,6345,6230,6345,531
1715731200000,6400,6400,6230,6230,735
1715644800000,6475,6475,6400,6400,1089
1715558400000,6500,6500,6475,6475,1917
1715299200000,6550,6550,6500,6500,1199
1715126400000,6590,6590,6550,6550,582
1715040000000,6595,6595,6590,6590,507
1714953600000,6650,6650,6595,6595,757
1714694400000,6500,6650,6500,6650,345
1714608000000,7300,7300,6500,6500,650
1714435200000,7295,7300,7295,7300,1845
1714348800000,7300,7300,7295,7295,307
1714089600000,7300,7300,7300,7300,1061
1714003200000,7105,7300,7105,7300,1611
1713916800000,7095,7105,7095,7105,1425
1713830400000,7200,7200,7095,7095,1716
1713744000000,7200,7200,7200,7200,1313
1713484800000,7290,7290,7200,7200,79
1713398400000,7110,7290,7110,7290,1005
1713312000000,7100,7110,7100,7110,1005
1713225600000,7100,7100,7100,7100,375
1713139200000,7095,7100,7095,7100,4817
1712880000000,7095,7095,7095,7095,484
1712793600000,7045,7095,7045,7095,710
1712620800000,7040,7045,7040,7045,613
1712534400000,7040,7040,7040,7040,283
1712275200000,7045,7045,7040,7040,58
1712188800000,7045,7045,7045,7045,93
1712102400000,7100,7100,7045,7045,710
1712016000000,7100,7100,7100,7100,507
1711670400000,7150,7150,7100,7100,856
1711584000000,7150,7150,7150,7150,312
1711497600000,7150,7150,7150,7150,465
1711411200000,7150,7150,7150,7150,774
1711324800000,7290,7290,7150,7150,1172
1711065600000,7290,7290,7290,7290,2672
1710979200000,7295,7295,7290,7290,514
1710892800000,7300,7300,7295,7295,678
1710806400000,7300,7300,7300,7300,5591
1710720000000,7200,7300,7200,7300,1708
1710460800000,7300,7300,7200,7200,767
1710374400000,7200,7300,7200,7300,2702
1710288000000,7190,7200,7190,7200,3184
1710201600000,7050,7190,7050,7190,1199
1710115200000,7195,7195,7050,7050,618
1709856000000,7000,7195,7000,7195,980
1709769600000,6790,7000,6790,7000,1766
1709683200000,6800,6800,6790,6790,360
1709596800000,6670,6800,6670,6800,474
1709510400000,6650,6670,6650,6670,163
1709251200000,6690,6690,6650,6650,300
1709164800000,6650,6690,6650,6690,66
1709078400000,6645,6650,6645,6650,119
1708992000000,6650,6650,6645,6645,471
1708905600000,6650,6650,6650,6650,371
1708646400000,6650,6650,6650,6650,1389
1708560000000,6600,6650,6600,6650,161
1708473600000,6650,6650,6600,6600,83
1708387200000,6600,6650,6600,6650,154
1708300800000,6685,6685,6600,6600,105
1708041600000,6690,6690,6685,6685,235
1707955200000,6685,6690,6685,6690,30
1707868800000,6620,6685,6620,6685,1060
1707782400000,6620,6620,6620,6620,535
1707436800000,6620,6620,6620,6620,295
1707350400000,6620,6620,6620,6620,322
1707264000000,6650,6650,6620,6620,488
1707177600000,6685,6685,6650,6650,169
1707091200000,6695,6695,6685,6685,575
1706832000000,6695,6695,6695,6695,292
1706745600000,6790,6790,6695,6695,662
1706659200000,6850,6850,6790,6790,272
1706572800000,6895,6895,6850,6850,205
1706486400000,6900,6900,6895,6895,768
1706227200000,6900,6900,6900,6900,384
1706140800000,6900,6900,6900,6900,300
1706054400000,6900,6900,6900,6900,140
1705968000000,6980,6980,6900,6900,601
1705881600000,7000,7000,6980,6980,68
1705622400000,7000,7000,7000,7000,25
1705536000000,7195,7195,7000,7000,221
1705449600000,7195,7195,7195,7195,41
1705363200000,6995,7195,6995,7195,105
1705276800000,7200,7200,6995,6995,234
1705017600000,7235,7235,7200,7200,87
1704931200000,6890,7235,6890,7235,1315
1704844800000,6800,6890,6800,6890,341
1704758400000,6845,6845,6800,6800,424
1704672000000,6850,6850,6845,6845,104
1704412800000,6800,6850,6800,6850,538
1704326400000,6900,6900,6800,6800,501
1704240000000,6935,6935,6900,6900,607
1704153600000,6980,6980,6935,6935,74
1703808000000,6900,6980,6900,6980,6
1703721600000,6800,6900,6800,6900,1929
1703635200000,6800,6800,6800,6800,3389
1703548800000,6765,6800,6765,6800,209
1703203200000,6650,6765,6650,6765,687
1703116800000,6800,6800,6650,6650,6684
1703030400000,6800,6800,6800,6800,1158
1702944000000,6845,6845,6800,6800,195
1702857600000,6850,6850,6845,6845,1052
1702598400000,6900,6900,6850,6850,671
1702512000000,6900,6900,6900,6900,694
1702425600000,6900,6900,6900,6900,468
1702339200000,6900,6900,6900,6900,807
1702252800000,7245,7245,7245,6900,1336
1701993600000,7000,7245,7000,7245,881
1701907200000,7225,7225,7000,7000,630
1701820800000,7250,7250,7225,7225,137
1701734400000,7000,7250,7000,7250,763
1701648000000,6880,7000,6880,7000,283
1701388800000,6500,6880,6500,6880,393
1701302400000,6500,6500,6500,6500,1082
1701216000000,6500,6500,6500,6500,2003
1701129600000,6995,6995,6500,6500,5414
1701043200000,7335,7335,6995,6995,714
1700784000000,7335,7335,7335,7335,1369
1700697600000,7495,7495,7335,7335,21
1700611200000,7500,7500,7495,7495,701
1700524800000,7050,7500,7050,7500,246
1700438400000,6995,7050,6995,7050,1517
1700179200000,6995,6995,6995,6995,899
1700092800000,7000,7000,6995,6995,115
1699920000000,6795,7000,6795,7000,2089
1699833600000,7060,7060,6795,6795,1106
1699574400000,7060,7060,7060,7060,917
1699488000000,7080,7080,7060,7060,244
1699401600000,7100,7100,7080,7080,198
1699315200000,7135,7135,7100,7100,152
1699228800000,7150,7150,7135,7135,257
1698969600000,6730,7150,6730,7150,313
1698883200000,6740,6740,6730,6730,179
1698710400000,6740,6740,6740,6740,198
1698624000000,6750,6750,6740,6740,273
1698364800000,6800,6800,6750,6750,170
1698278400000,6800,6800,6800,6800,11
1698192000000,6480,6800,6480,6800,95
1698105600000,6395,6480,6395,6480,419
1698019200000,6200,6395,6200,6395,804
1697760000000,6475,6475,6200,6200,1900
1697673600000,6480,6480,6475,6475,183
1697587200000,6480,6480,6480,6480,447
1697500800000,6475,6480,6475,6480,1664
1697414400000,6475,6475,6475,6475,441
1697155200000,6500,6500,6475,6475,820
1697068800000,6745,6745,6500,6500,1709
1696982400000,6995,6995,6745,6745,352
1696896000000,6995,6995,6995,6995,308
1696809600000,6880,6995,6880,6995,296
1696550400000,6885,6885,6880,6880,25
1696464000000,6505,6885,6505,6885,236
1696377600000,6500,6505,6500,6505,523
1696291200000,6515,6515,6500,6500,1238
1696204800000,6515,6515,6515,6515,543
1695945600000,6870,6870,6515,6515,579
1695859200000,6880,6880,6870,6870,258
1695686400000,6890,6890,6880,6880,320
1695600000000,6895,6895,6890,6890,320
1695340800000,6935,6935,6895,6895,210
1695254400000,6945,6945,6935,6935,40
1695168000000,6945,6945,6945,6945,226
1695081600000,6790,6945,6790,6945,1027
1694995200000,6780,6790,6780,6790,117
1694736000000,6510,6780,6510,6780,146
1694649600000,6425,6510,6425,6510,877
1694563200000,6590,6590,6425,6425,1398
1694476800000,6600,6600,6590,6590,2314
1694390400000,6700,6700,6600,6600,1048
1694131200000,6700,6700,6700,6700,25
1694044800000,6945,6945,6700,6700,1963
1693958400000,6950,6950,6945,6945,929
1693872000000,6980,6980,6950,6950,46
1693785600000,6980,6980,6980,6980,230
1693526400000,6555,6980,6555,6980,2388
1693440000000,6600,6600,6555,6555,81
1693353600000,6500,6600,6500,6600,674
1693267200000,6500,6500,6500,6500,320
1693180800000,6490,6500,6490,6500,2325
1692921600000,6490,6490,6490,6490,107
1692835200000,6450,6490,6450,6490,911
1692748800000,6450,6450,6450,6450,365
1692662400000,6450,6450,6450,6450,410
1692576000000,6450,6450,6450,6450,1556
1692316800000,6400,6450,6400,6450,931
1692230400000,6400,6400,6400,6400,379
1692144000000,6500,6500,6100,6100,80
1691971200000,6400,6500,6400,6500,2834
1691712000000,6400,6400,6400,6400,856
1691625600000,6595,6595,6400,6400,804
1691539200000,6650,6650,6595,6595,102
1691452800000,6750,6750,6650,6650,801
1691107200000,6405,6750,6405,6750,366
1691020800000,6400,6405,6400,6405,828
1690934400000,6405,6405,6400,6400,70
1690848000000,6200,6405,6200,6405,548
1690761600000,6145,6200,6145,6200,710
1690502400000,6095,6145,6095,6145,49
1690416000000,6100,6100,6095,6095,1020
1690329600000,6100,6100,6100,6100,0
1690243200000,6095,6100,6095,6100,231
1690156800000,6040,6095,6040,6095,1664
1689897600000,6200,6200,6040,6040,1465
1689811200000,6100,6200,6100,6200,198
1689724800000,6100,6100,6100,6100,275
1689638400000,6010,6100,6010,6100,813
1689552000000,6005,6005,6005,6010,284
1689292800000,6015,6015,6005,6005,262
1689206400000,6015,6015,6015,6015,108
1689120000000,6025,6025,6015,6015,198
1689033600000,6005,6025,6005,6025,29
1688947200000,6095,6095,6005,6005,207
1688688000000,6050,6095,6050,6095,395
1688601600000,6100,6100,6050,6050,870
1688515200000,6100,6100,6100,6100,1207
1688428800000,6010,6100,6010,6100,52
1688342400000,6000,6010,6000,6010,238
1688083200000,6170,6170,6000,6000,1837
1687996800000,6005,6170,6005,6170,737
1687824000000,6000,6005,6000,6005,1357
1687737600000,6000,6000,6000,6000,2498
1687478400000,6175,6175,6000,6000,2992
1687392000000,5880,6175,5880,6175,3380
1687305600000,5880,5880,5880,5880,694
1687219200000,5880,5880,5880,5880,1754
1687132800000,5880,5880,5880,5880,1584
1686873600000,5900,5900,5880,5880,706
1686787200000,5930,5930,5900,5900,288
1686700800000,5690,5930,5690,5930,2449
1686614400000,5680,5690,5680,5690,3571
1686528000000,5700,5700,5680,5680,154
1686268800000,5600,5700,5600,5700,1937
1686182400000,5650,5650,5600,5600,889
1686096000000,5645,5650,5645,5650,983
1686009600000,5550,5645,5550,5645,1958
1685923200000,5580,5580,5550,5550,152
1685664000000,5495,5580,5495,5580,2095
1685577600000,5495,5495,5495,5495,1897
1685491200000,5495,5495,5495,5495,20
1685404800000,5500,5500,5495,5495,78
1685059200000,5350,5500,5350,5500,130
1684972800000,5300,5350,5300,5350,2455
1684886400000,5300,5300,5300,5300,650
1684800000000,5300,5300,5300,5300,947
1684713600000,5320,5320,5300,5300,1119
1684454400000,5320,5320,5320,5320,357
1684281600000,5320,5320,5320,5320,6011
1684195200000,5350,5350,5320,5320,7957
1684108800000,5350,5350,5350,5350,6070
1683849600000,5300,5350,5300,5350,8265
1683763200000,5295,5300,5295,5300,3485
1683676800000,5575,5575,5295,5295,269
1683590400000,5600,5600,5575,5575,1097
1683504000000,5600,5600,5600,5600,7198
1683244800000,5600,5600,5600,5600,1212
1683158400000,5600,5600,5600,5600,674
1683072000000,5800,5800,5600,5600,313
1682985600000,5800,5800,5800,5800,3580
1682640000000,5700,5800,5700,5800,2199
1682553600000,5700,5700,5700,5700,2932
1682467200000,5700,5700,5700,5700,537
1682380800000,5700,5700,5700,5700,1762
1682294400000,5800,5800,5700,5700,1277
1681948800000,5700,5800,5700,5800,7
1681862400000,5695,5700,5695,5700,1035
1681689600000,5600,5695,5600,5695,143
1681430400000,5525,5600,5525,5600,41
1681344000000,5600,5600,5525,5525,240
1681257600000,5685,5685,5600,5600,496
1681171200000,5500,5685,5500,5685,349
1680825600000,5600,5600,5500,5500,322
1680739200000,5600,5600,5600,5600,251
1680652800000,5600,5600,5600,5600,127
1680566400000,5685,5685,5600,5600,299
1680480000000,5695,5695,5685,5685,174
1680220800000,5685,5695,5685,5695,191
1680134400000,5610,5685,5610,5685,3016
1680048000000,5610,5610,5610,5610,979
1679961600000,5700,5700,5610,5610,619
1679875200000,5700,5700,5700,5700,80
1679616000000,5700,5700,5700,5700,13
1679529600000,5600,5700,5600,5700,1689
1679443200000,5700,5700,5600,5600,995
1679356800000,5720,5720,5700,5700,542
1679270400000,5725,5725,5720,5720,929
1679011200000,5840,5840,5725,5725,905
1678924800000,5845,5845,5840,5840,258
1678838400000,5855,5855,5845,5845,3275
1678752000000,5990,5990,5855,5855,2049
1678665600000,5995,5995,5990,5990,121
1678406400000,5985,5995,5985,5995,481
1678320000000,5630,5985,5630,5985,30972
1678233600000,5630,5630,5630,5630,93
1678147200000,5650,5650,5630,5630,2287
1678060800000,5600,5650,5600,5650,2029
1677801600000,5660,5660,5600,5600,212
1677715200000,5665,5665,5660,5660,170
1677628800000,5625,5665,5625,5665,156
1677542400000,5650,5650,5625,5625,223
1677456000000,5305,5650,5305,5650,1027
1677196800000,5200,5305,5200,5305,8275
1677110400000,5300,5300,5200,5200,167
1677024000000,5300,5300,5300,5300,2285
1676937600000,5300,5300,5300,5300,626
1676851200000,5350,5350,5300,5300,1991
1676592000000,5350,5350,5350,5350,65
1676505600000,5210,5350,5210,5350,1060
1676419200000,5400,5400,5210,5210,1446
1676332800000,5685,5685,5400,5400,115
1676246400000,5700,5700,5685,5685,610
1675987200000,5790,5790,5700,5700,90
1675900800000,5790,5790,5790,5790,11
1675814400000,5500,0,0,5790,3202
1675728000000,5500,0,0,5500,447
1675641600000,5400,0,0,5500,83
1675382400000,5275,0,0,5400,226
1675296000000,5350,0,0,5275,224
1675209600000,5150,0,0,5350,66
1675123200000,5150,0,0,5150,2122
1675036800000,5200,0,0,5150,1703
1674777600000,5200,0,0,5200,1157
1674691200000,5200,0,0,5200,728
1674604800000,5200,0,0,5200,42
1674518400000,5240,0,0,5200,211
1674432000000,5300,0,0,5240,236
1674172800000,5300,0,0,5300,849
1674086400000,5300,0,0,5300,153
1674000000000,5110,0,0,5300,9
1673913600000,5300,0,0,5110,20
1673827200000,5300,0,0,5300,0
1673568000000,5350,0,0,5300,87
1673481600000,5050,0,0,5350,375
1673395200000,5100,0,0,5050,45
1673308800000,5100,0,0,5100,417
1673222400000,5025,0,0,5100,438
1672963200000,5010,0,0,5025,52
1672876800000,5000,0,0,5010,110
1672790400000,5005,0,0,5000,125
1672704000000,5000,0,0,5005,270
1672617600000,5200,0,0,5000,59
1672358400000,5295,0,0,5200,472
1672272000000,5295,0,0,5295,43
1672185600000,5100,0,0,5295,1248
1672099200000,5195,0,0,5100,66
1671753600000,5195,0,0,5195,125
1671667200000,5190,0,0,5195,1122
1671580800000,5190,0,0,5190,514
1671494400000,5195,0,0,5190,58
1671408000000,5195,0,0,5195,207
1671148800000,5195,0,0,5195,104
1671062400000,5195,0,0,5195,3
1670976000000,5195,0,0,5195,78
1670889600000,5195,0,0,5195,3339
1670803200000,5195,0,0,5195,36
1670544000000,5100,0,0,5195,170
1670457600000,5195,0,0,5100,50
1670371200000,5145,0,0,5195,578
1670284800000,5195,0,0,5145,1508
1670198400000,5200,0,0,5195,1608
1669939200000,5200,0,0,5200,90
1669852800000,5150,0,0,5200,42
1669766400000,5150,0,0,5150,0
1669680000000,5250,0,0,5150,2052
1669593600000,5290,0,0,5250,1063
1669334400000,5290,0,0,5290,62
1669248000000,5250,0,0,5290,320
1669161600000,5205,0,0,5250,472
1669075200000,5205,0,0,5205,81
1668988800000,5300,0,0,5205,5642
1668729600000,5300,0,0,5300,769
1668643200000,5300,0,0,5300,126
1668556800000,5300,0,0,5300,645
1668384000000,5300,0,0,5300,55
1668124800000,5350,0,0,5300,29
1668038400000,5350,0,0,5350,180
1667952000000,5300,0,0,5350,1521
1667865600000,5350,0,0,5300,125
1667779200000,5200,0,0,5350,997
1667520000000,5350,0,0,5200,659
1667433600000,5350,0,0,5350,118
1667347200000,5400,0,0,5350,414
1667174400000,5350,0,0,5400,112
1666915200000,5350,0,0,5350,66
1666828800000,5700,0,0,5350,16247
1666742400000,5350,0,0,5700,624
1666656000000,5250,0,0,5350,4722
1666569600000,5250,0,0,5250,1909
1666310400000,5250,0,0,5250,150
1666224000000,5300,0,0,5250,94
1666137600000,5300,0,0,5300,450
1666051200000,5350,0,0,5300,6408
1665964800000,5595,0,0,5350,121
1665705600000,5595,0,0,5595,97
1665619200000,5350,0,0,5595,199
1665532800000,5350,0,0,5350,85
1665446400000,5305,0,0,5350,131
1665360000000,5650,0,0,5305,575
1665100800000,5300,0,0,5650,1426
1665014400000,5250,0,0,5300,5294
1664928000000,5300,0,0,5250,2125
1664841600000,5100,0,0,5300,1833
1664755200000,5100,0,0,5100,1687
1664496000000,5295,0,0,5100,2793
1664409600000,5290,0,0,5295,490
1664323200000,5290,0,0,5290,2382
1664236800000,5300,0,0,5290,4180
1664150400000,5300,0,0,5300,1924
1663891200000,5350,0,0,5300,227
1663804800000,5350,0,0,5350,121
1663718400000,5235,0,0,5350,180
1663632000000,5350,0,0,5235,394
1663545600000,5590,0,0,5350,128
1663286400000,5200,0,0,5590,3625
1663200000000,5310,0,0,5200,834
1663113600000,5400,0,0,5310,359
1663027200000,5395,0,0,5400,333
1662940800000,5395,0,0,5395,633
1662681600000,5395,0,0,5395,119
1662595200000,5200,0,0,5395,80
1662508800000,5100,0,0,5200,262
1662422400000,5450,0,0,5100,728
1662336000000,5450,0,0,5450,701
1662076800000,5450,0,0,5450,156
1661990400000,5450,0,0,5450,147
1661904000000,5450,0,0,5450,2100
1661817600000,5500,0,0,5450,6866
1661731200000,5600,0,0,5500,156
1661472000000,5600,0,0,5600,107
1661385600000,5500,0,0,5600,801
1661299200000,5500,0,0,5500,556
1661212800000,5600,0,0,5500,2356
1661126400000,5550,0,0,5600,101
1660867200000,5510,0,0,5550,54
1660780800000,5500,0,0,5510,258
1660694400000,5500,0,0,5500,262
1660608000000,5745,0,0,5500,53
1660262400000,5745,0,0,5745,15
1660176000000,5700,0,0,5745,355
1660089600000,5700,0,0,5700,54
1660003200000,5700,0,0,5700,1307
1659657600000,5700,0,0,5700,182
1659571200000,5700,0,0,5700,239
1659484800000,5700,0,0,5700,311
1659398400000,5750,0,0,5700,90
1659312000000,5700,0,0,5750,27
1659052800000,5700,0,0,5700,320
1658966400000,5605,0,0,5700,32
1658880000000,5750,0,0,5605,455
1658793600000,5800,0,0,5750,148
1658707200000,5800,0,0,5800,0
1658448000000,5800,0,0,5800,318
1658361600000,5800,0,0,5800,1
1658275200000,5800,0,0,5800,140
1658188800000,5800,0,0,5800,370
1658102400000,5800,0,0,5800,563
1657843200000,5800,0,0,5800,600
1657756800000,5840,0,0,5800,267
1657670400000,5840,0,0,5840,72
1657584000000,5850,0,0,5840,80
1657497600000,5610,0,0,5850,58
1657238400000,5700,0,0,5610,1330
1657152000000,5850,0,0,5700,65
1657065600000,5550,0,0,5850,1270
1656979200000,5550,0,0,5550,304
1656892800000,5600,0,0,5550,1620
1656633600000,5305,0,0,5600,314
1656547200000,5300,0,0,5305,103
1656460800000,5400,0,0,5300,10
1656374400000,5400,0,0,5400,8020
1656288000000,5400,0,0,5400,3276
1656028800000,5300,0,0,5400,312
1655942400000,5425,0,0,5300,48
1655856000000,5425,0,0,5425,40
1655769600000,5425,0,0,5425,4709
1655683200000,5300,0,0,5425,1943
1655424000000,5300,0,0,5300,2584
1655337600000,5300,0,0,5300,497
1655251200000,5300,0,0,5300,783
1655164800000,5400,0,0,5300,818
1655078400000,5450,0,0,5400,335
1654819200000,5445,0,0,5450,258
1654732800000,5450,0,0,5445,3924
1654646400000,5450,0,0,5450,161
1654560000000,5490,0,0,5450,328
1654214400000,5500,0,0,5490,403
1654128000000,5500,0,0,5500,155
1654041600000,5305,0,0,5500,1999
1653955200000,5200,0,0,5305,65
1653868800000,5200,0,0,5200,897
1653609600000,5150,0,0,5200,540
1653436800000,5205,0,0,5150,8115
1653350400000,5460,0,0,5205,672
1653264000000,5460,0,0,5460,50
1653004800000,5500,0,0,5460,62
1652918400000,5580,0,0,5500,289
1652832000000,5500,0,0,5580,40
1652745600000,5500,0,0,5500,79
1652659200000,5590,0,0,5500,377
1652400000000,5595,0,0,5590,16
1652313600000,5595,0,0,5595,13
1652227200000,5500,0,0,5595,35
1652140800000,5600,0,0,5500,209
1652054400000,5600,0,0,5600,496
1651795200000,5600,0,0,5600,910
1651708800000,5850,0,0,5600,105
1651622400000,5900,0,0,5850,266
1651536000000,5900,0,0,5900,25006
1651190400000,6000,0,0,5900,5654
1651017600000,6000,0,0,6000,2506
1650931200000,6245,0,0,6000,660
1650844800000,6250,0,0,6245,112
1650585600000,6100,0,0,6250,203
1650499200000,6100,0,0,6100,1
1650412800000,6230,0,0,6100,522
1650326400000,6300,0,0,6230,380
1649980800000,6000,0,0,6300,5
1649894400000,5900,0,0,6000,1232
1649808000000,5900,0,0,5900,973
1649721600000,5900,0,0,5900,294
1649635200000,5895,0,0,5900,655
1649376000000,5900,0,0,5895,323
1649289600000,6000,0,0,5900,932
1649203200000,6000,0,0,6000,1993
1649116800000,6000,0,0,6000,3556
1649030400000,6000,0,0,6000,1015
1648771200000,5900,0,0,6000,592
1648684800000,6100,0,0,5900,976
1648598400000,6100,0,0,6100,2198
1648512000000,6085,0,0,6100,233
1648425600000,6200,0,0,6085,171
1648166400000,6200,0,0,6200,409
1648080000000,6195,0,0,6200,107
1647993600000,6195,0,0,6195,172
1647907200000,6195,0,0,6195,697
1647820800000,6200,0,0,6195,254
1647561600000,6400,0,0,6200,573
1647475200000,6355,0,0,6400,121
1647388800000,6485,0,0,6355,258
1647302400000,6210,0,0,6485,517
1647216000000,6595,0,0,6210,202
1646956800000,6150,0,0,6595,210
1646870400000,6180,0,0,6150,20
1646784000000,6200,0,0,6180,528
1646697600000,6180,0,0,6200,37
1646611200000,6600,0,0,6180,117
1646352000000,6600,0,0,6600,87
